s,x1,x2,y
s0008,A3,B3,0
s0008,A4,B1,0
s0008,A4,B2,0
s0008,A4,B3,0
s0009,A1,B1,0
s0009,A1,B2,0
s0009,A1,B3,0
s0009,A2,B1,0
s0009,A2,B2,0
s0009,A2,B3,0
s0009,A3,B1,0
s0009,A3,B2,0
s0009,A3,B3,0
s0009,A4,B1,0
s0009,A4,B2,0
s0009,A4,B3,0
s0010,A1,B1,0
s0010,A1,B2,0
s0010,A1,B3,0
s0010,A2,B1,0
s0010,A2,B2,0
s0010,A2,B3,0
s0010,A3,B1,0
s0010,A3,B2,0
s0010,A3,B3,0
s0010,A4,B1,0
s0010,A4,B2,0
s0010,A4,B3,0
s0011,A1,B1,0
s0011,A1,B2,0
s0011,A1,B3,0
s0011,A2,B1,0
s0011,A2,B2,0
s0011,A2,B3,0
s0011,A3,B1,0
s0011,A3,B2,0
s0011,A3,B3,0
s0011,A4,B1,0
s0011,A4,B2,0
s0011,A4,B3,0
s0012,A1,B1,0
s0012,A1,B2,0
s0012,A1,B3,0
s0012,A2,B1,0
s0012,A2,B2,0
s0012,A2,B3,0
s0012,A3,B1,0
s0012,A3,B2,0
s0012,A3,B3,0
s0012,A4,B1,0
s0012,A4,B2,0
s0012,A4,B3,0
s0013,A1,B1,0
s0013,A1,B2,0
s0013,A1,B3,0
s0013,A2,B1,0
s0013,A2,B2,0
s0013,A2,B3,0
s0013,A3,B1,0
s0013,A3,B2,0
s0013,A3,B3,0
s0013,A4,B1,0
s0013,A4,B2,0
s0013,A4,B3,0
s0014,A1,B1,0
s0014,A1,B2,0
s0014,A1,B3,0
s0014,A2,B1,0
s0014,A2,B2,0
s0014,A2,B3,0
s0014,A3,B1,0
s0014,A3,B2,0
s0014,A3,B3,0
s0014,A4,B1,0
s0014,A4,B2,0
s0014,A4,B3,0
s0015,A1,B1,0
s0015,A1,B2,0
s0015,A1,B3,0
s0015,A2,B1,0
s0015,A2,B2,0
s0015,A2,B3,0
s0015,A3,B1,0
s0015,A3,B2,0
s0015,A3,B3,0
s0015,A4,B1,0
s0015,A4,B2,0
s0015,A4,B3,0
s0016,A1,B1,0
s0016,A1,B2,0
s0016,A1,B3,0
s0016,A2,B1,0
s0016,A2,B2,0
s0016,A2,B3,0
s0016,A3,B1,0
s0016,A3,B2,0
s0016,A3,B3,0
s0016,A4,B1,0
s0016,A4,B2,0
s0016,A4,B3,0
s0017,A1,B1,0
s0017,A1,B2,0
s0017,A1,B3,0
s0017,A2,B1,0
s0017,A2,B2,0
s0017,A2,B3,0
s0017,A3,B1,0
s0017,A3,B2,0
s0017,A3,B3,0
s0017,A4,B1,0
s0017,A4,B2,0
s0017,A4,B3,0
s0018,A1,B1,0
s0018,A1,B2,0
s0018,A1,B3,0
s0018,A2,B1,0
s0018,A2,B2,0
s0018,A2,B3,0
s0018,A3,B1,0
s0018,A3,B2,0
s0018,A3,B3,0
s0018,A4,B1,0
s0018,A4,B2,0
s0018,A4,B3,0
s0019,A1,B1,0
s0019,A1,B2,0
s0019,A1,B3,0
s0019,A2,B1,0
s0019,A2,B2,0
s0019,A2,B3,0
s0019,A3,B1,0
s0019,A3,B2,0
s0019,A3,B3,0
s0019,A4,B1,0
s0019,A4,B2,0
s0019,A4,B3,0
s0020,A1,B1,0
s0020,A1,B2,0
s0020,A1,B3,0
s0020,A2,B1,0
s0020,A2,B2,0
s0020,A2,B3,0
s0020,A3,B1,0
s0020,A3,B2,0
s0020,A3,B3,0
s0020,A4,B1,0
s0020,A4,B2,0
s0020,A4,B3,0
s0021,A1,B1,0
s0021,A1,B2,0
s0021,A1,B3,0
s0021,A2,B1,0
s0021,A2,B2,0
s0021,A2,B3,0
s0021,A3,B1,0
s0021,A3,B2,0
s0021,A3,B3,0
s0021,A4,B1,0
s0021,A4,B2,0
s0021,A4,B3,0
s0022,A1,B1,0
s0022,A1,B2,0
s0022,A1,B3,0
s0022,A2,B1,0
s0022,A2,B2,0
s0022,A2,B3,0
s0022,A3,B1,0
s0022,A3,B2,0
s0022,A3,B3,0
s0022,A4,B1,0
s0022,A4,B2,0
s0022,A4,B3,0
s0023,A1,B1,0
s0023,A1,B2,0
s0023,A1,B3,0
s0023,A2,B1,0
s0023,A2,B2,0
s0023,A2,B3,0
s0023,A3,B1,0
s0023,A3,B2,0
s0023,A3,B3,0
s0023,A4,B1,0
s0023,A4,B2,0
s0023,A4,B3,0
s0024,A1,B1,0
s0024,A1,B2,0
s0024,A1,B3,0
s0024,A2,B1,0
s0024,A2,B2,0
s0024,A2,B3,0
s0024,A3,B1,0
s0024,A3,B2,0
s0024,A3,B3,0
s0024,A4,B1,0
s0024,A4,B2,0
s0024,A4,B3,0
s0025,A1,B1,0
s0025,A1,B2,0
s0025,A1,B3,0
s0025,A2,B1,0
s0025,A2,B2,0
s0025,A2,B3,0
s0025,A3,B1,0
s0025,A3,B2,0
s0025,A3,B3,0
s0025,A4,B1,0
s0025,A4,B2,0
s0025,A4,B3,0
s0026,A1,B1,0
s0026,A1,B2,0
s0026,A1,B3,0
s0026,A2,B1,0
s0026,A2,B2,0
s0026,A2,B3,0
s0026,A3,B1,0
s0026,A3,B2,0
s0026,A3,B3,0
s0026,A4,B1,0
s0026,A4,B2,0
s0026,A4,B3,0
s0027,A1,B1,0
s0027,A1,B2,0
s0027,A1,B3,0
s0027,A2,B1,0
s0027,A2,B2,0
s0027,A2,B3,0
s0027,A3,B1,0
s0027,A3,B2,0
s0027,A3,B3,0
s0027,A4,B1,0
s0027,A4,B2,0
s0027,A4,B3,0
s0028,A1,B1,0
s0028,A1,B2,0
s0028,A1,B3,0
s0028,A2,B1,0
s0028,A2,B2,0
s0028,A2,B3,0
s0028,A3,B1,0
s0028,A3,B2,0
s0028,A3,B3,0
s0028,A4,B1,0
s0028,A4,B2,0
s0028,A4,B3,0
s0029,A1,B1,0
s0029,A1,B2,0
s0029,A1,B3,0
s0029,A2,B1,0
s0029,A2,B2,0
s0029,A2,B3,0
s0029,A3,B1,0
s0029,A3,B2,0
s0029,A3,B3,0
s0029,A4,B1,0
s0029,A4,B2,0
s0029,A4,B3,0
s0030,A1,B1,0
s0030,A1,B2,0
s0030,A1,B3,0
s0030,A2,B1,0
s0030,A2,B2,0
s0030,A2,B3,0
s0030,A3,B1,0
s0030,A3,B2,0
s0030,A3,B3,0
s0030,A4,B1,0
s0030,A4,B2,0
s0030,A4,B3,0
s0031,A1,B1,0
s0031,A1,B2,0
s0031,A1,B3,0
s0031,A2,B1,0
s0031,A2,B2,0
s0031,A2,B3,0
s0031,A3,B1,0
s0031,A3,B2,0
s0031,A3,B3,0
s0031,A4,B1,0
s0031,A4,B2,0
s0031,A4,B3,0
s0032,A1,B1,0
s0032,A1,B2,0
s0032,A1,B3,0
s0032,A2,B1,0
s0032,A2,B2,0
s0032,A2,B3,0
s0032,A3,B1,0
s0032,A3,B2,0
s0032,A3,B3,0
s0032,A4,B1,0
s0032,A4,B2,0
s0032,A4,B3,0
s0033,A1,B1,0
s0033,A1,B2,0
s0033,A1,B3,0
s0033,A2,B1,0
s0033,A2,B2,0
s0033,A2,B3,0
s0033,A3,B1,0
s0033,A3,B2,0
s0033,A3,B3,0
s0033,A4,B1,0
s0033,A4,B2,0
s0033,A4,B3,0
s0034,A1,B1,0
s0034,A1,B2,0
s0034,A1,B3,0
s0034,A2,B1,0
s0034,A2,B2,0
s0034,A2,B3,0
s0034,A3,B1,0
s0034,A3,B2,0
s0034,A3,B3,0
s0034,A4,B1,0
s0034,A4,B2,0
s0034,A4,B3,0
s0035,A1,B1,0
s0035,A1,B2,0
s0035,A1,B3,0
s0035,A2,B1,0
s0035,A2,B2,0
s0035,A2,B3,0
s0035,A3,B1,0
s0035,A3,B2,0
s0035,A3,B3,0
s0035,A4,B1,0
s0035,A4,B2,0
s0035,A4,B3,0
s0036,A1,B1,0
s0036,A1,B2,0
s0036,A1,B3,0
s0036,A2,B1,0
s0036,A2,B2,0
s0036,A2,B3,0
s0036,A3,B1,0
s0036,A3,B2,0
s0036,A3,B3,0
s0036,A4,B1,0
s0036,A4,B2,0
s0036,A4,B3,0
s0037,A1,B1,0
s0037,A1,B2,0
s0037,A1,B3,0
s0037,A2,B1,0
s0037,A2,B2,0
s0037,A2,B3,0
s0037,A3,B1,0
s0037,A3,B2,0
s0037,A3,B3,0
s0037,A4,B1,0
s0037,A4,B2,0
s0037,A4,B3,0
s0038,A1,B1,0
s0038,A1,B2,0
s0038,A1,B3,0
s0038,A2,B1,0
s0038,A2,B2,0
s0038,A2,B3,0
s0038,A3,B1,0
s0038,A3,B2,0
s0038,A3,B3,0
s0038,A4,B1,0
s0038,A4,B2,0
s0038,A4,B3,0
s0039,A1,B1,0
s0039,A1,B2,0
s0039,A1,B3,0
s0039,A2,B1,0
s0039,A2,B2,0
s0039,A2,B3,0
s0039,A3,B1,0
s0039,A3,B2,0
s0039,A3,B3,0
s0039,A4,B1,0
s0039,A4,B2,0
s0039,A4,B3,0
s0040,A1,B1,0
s0040,A1,B2,0
s0040,A1,B3,0
s0040,A2,B1,0
s0040,A2,B2,0
s0040,A2,B3,0
s0040,A3,B1,0
s0040,A3,B2,0
s0040,A3,B3,0
s0040,A4,B1,0
s0040,A4,B2,0
s0040,A4,B3,0
s0041,A1,B1,0
s0041,A1,B2,0
s0041,A1,B3,0
s0041,A2,B1,0
s0041,A2,B2,0
s0041,A2,B3,0
s0041,A3,B1,0
s0041,A3,B2,0
s0041,A3,B3,0
s0041,A4,B1,0
s0041,A4,B2,0
s0041,A4,B3,0
s0042,A1,B1,0
s0042,A1,B2,0
s0042,A1,B3,0
s0042,A2,B1,0
s0042,A2,B2,0
s0042,A2,B3,0
s0042,A3,B1,0
s0042,A3,B2,0
s0042,A3,B3,0
s0042,A4,B1,0
s0042,A4,B2,0
s0042,A4,B3,0
s0043,A1,B1,0
s0043,A1,B2,0
s0043,A1,B3,0
s0043,A2,B1,0
s0043,A2,B2,0
s0043,A2,B3,0
s0043,A3,B1,0
s0043,A3,B2,0
s0043,A3,B3,0
s0043,A4,B1,0
s0043,A4,B2,0
s0043,A4,B3,0
s0044,A1,B1,0
s0044,A1,B2,0
s0044,A1,B3,0
s0044,A2,B1,0
s0044,A2,B2,0
s0044,A2,B3,0
s0044,A3,B1,0
s0044,A3,B2,0
s0044,A3,B3,0
s0044,A4,B1,0
s0044,A4,B2,0
s0044,A4,B3,0
s0045,A1,B1,0
s0045,A1,B2,0
s0045,A1,B3,0
s0045,A2,B1,0
s0045,A2,B2,0
s0045,A2,B3,0
s0045,A3,B1,0
s0045,A3,B2,0
s0045,A3,B3,0
s0045,A4,B1,0
s0045,A4,B2,0
s0045,A4,B3,0
s0046,A1,B1,0
s0046,A1,B2,0
s0046,A1,B3,0
s0046,A2,B1,0
s0046,A2,B2,0
s0046,A2,B3,0
s0046,A3,B1,0
s0046,A3,B2,0
s0046,A3,B3,0
s0046,A4,B1,0
s0046,A4,B2,0
s0046,A4,B3,0
s0047,A1,B1,0
s0047,A1,B2,0
s0047,A1,B3,0
s0047,A2,B1,0
s0047,A2,B2,0
s0047,A2,B3,0
s0047,A3,B1,0
s0047,A3,B2,0
s0047,A3,B3,0
s0047,A4,B1,0
s0047,A4,B2,0
s0047,A4,B3,0
s0048,A1,B1,0
s0048,A1,B2,0
s0048,A1,B3,0
s0048,A2,B1,0
s0048,A2,B2,0
s0048,A2,B3,0
s0048,A3,B1,0
s0048,A3,B2,0
s0048,A3,B3,0
s0048,A4,B1,0
s0048,A4,B2,0
s0048,A4,B3,0
s0049,A1,B1,0
s0049,A1,B2,0
s0049,A1,B3,0
s0049,A2,B1,0
s0049,A2,B2,0
s0049,A2,B3,0
s0049,A3,B1,0
s0049,A3,B2,0
s0049,A3,B3,0
s0049,A4,B1,0
s0049,A4,B2,0
s0049,A4,B3,0
s0050,A1,B1,0
s0050,A1,B2,0
s0050,A1,B3,0
s0050,A2,B1,0
s0050,A2,B2,0
s0050,A2,B3,0
s0050,A3,B1,0
s0050,A3,B2,0
s0050,A3,B3,0
s0050,A4,B1,0
s0050,A4,B2,0
s0050,A4,B3,0
s0051,A1,B1,0
s0051,A1,B2,0
s0051,A1,B3,0
s0051,A2,B1,0
s0051,A2,B2,0
s0051,A2,B3,0
s0051,A3,B1,0
s0051,A3,B2,0
s0051,A3,B3,0
s0051,A4,B1,0
s0051,A4,B2,0
s0051,A4,B3,0
s0052,A1,B1,0
s0052,A1,B2,0
s0052,A1,B3,0
s0052,A2,B1,0
s0052,A2,B2,0
s0052,A2,B3,0
s0052,A3,B1,0
s0052,A3,B2,0
s0052,A3,B3,0
s0052,A4,B1,0
s0052,A4,B2,0
s0052,A4,B3,0
s0053,A1,B1,0
s0053,A1,B2,0
s0053,A1,B3,0
s0053,A2,B1,0
s0053,A2,B2,0
s0053,A2,B3,0
s0053,A3,B1,0
s0053,A3,B2,0
s0053,A3,B3,0
s0053,A4,B1,0
s0053,A4,B2,0
s0053,A4,B3,0
s0054,A1,B1,0
s0054,A1,B2,0
s0054,A1,B3,0
s0054,A2,B1,0
s0054,A2,B2,0
s0054,A2,B3,0
s0054,A3,B1,0
s0054,A3,B2,0
s0054,A3,B3,0
s0054,A4,B1,0
s0054,A4,B2,0
s0054,A4,B3,0
s0055,A1,B1,0
s0055,A1,B2,0
s0055,A1,B3,0
s0055,A2,B1,0
s0055,A2,B2,0
s0055,A2,B3,0
s0055,A3,B1,0
s0055,A3,B2,0
s0055,A3,B3,0
s0055,A4,B1,0
s0055,A4,B2,0
s0055,A4,B3,0
s0056,A1,B1,0
s0056,A1,B2,0
s0056,A1,B3,0
s0056,A2,B1,0
s0056,A2,B2,0
s0056,A2,B3,0
s0056,A3,B1,0
s0056,A3,B2,0
s0056,A3,B3,0
s0056,A4,B1,0
s0056,A4,B2,0
s0056,A4,B3,0
s0057,A1,B1,0
s0057,A1,B2,0
s0057,A1,B3,0
s0057,A2,B1,0
s0057,A2,B2,0
s0057,A2,B3,0
s0057,A3,B1,0
s0057,A3,B2,0
s0057,A3,B3,0
s0057,A4,B1,0
s0057,A4,B2,0
s0057,A4,B3,0
s0058,A1,B1,0
s0058,A1,B2,0
s0058,A1,B3,0
s0058,A2,B1,0
s0058,A2,B2,0
s0058,A2,B3,0
s0058,A3,B1,0
s0058,A3,B2,0
s0058,A3,B3,0
s0058,A4,B1,0
s0058,A4,B2,0
s0058,A4,B3,0
s0059,A1,B1,0
s0059,A1,B2,0
s0059,A1,B3,0
s0059,A2,B1,0
s0059,A2,B2,0
s0059,A2,B3,0
s0059,A3,B1,0
s0059,A3,B2,0
s0059,A3,B3,0
s0059,A4,B1,0
s0059,A4,B2,0
s0059,A4,B3,0
s0060,A1,B1,0
s0060,A1,B2,0
s0060,A1,B3,0
s0060,A2,B1,0
s0060,A2,B2,0
s0060,A2,B3,0
s0060,A3,B1,0
s0060,A3,B2,0
s0060,A3,B3,0
s0060,A4,B1,0
s0060,A4,B2,0
s0060,A4,B3,0
s0061,A1,B1,0
s0061,A1,B2,0
s0061,A1,B3,0
s0061,A2,B1,0
s0061,A2,B2,0
s0061,A2,B3,0
s0061,A3,B1,0
s0061,A3,B2,0
s0061,A3,B3,0
s0061,A4,B1,0
s0061,A4,B2,0
s0061,A4,B3,0
s0062,A1,B1,0
s0062,A1,B2,0
s0062,A1,B3,0
s0062,A2,B1,0
s0062,A2,B2,0
s0062,A2,B3,0
s0062,A3,B1,0
s0062,A3,B2,0
s0062,A3,B3,0
s0062,A4,B1,0
s0062,A4,B2,0
s0062,A4,B3,0
s0063,A1,B1,0
s0063,A1,B2,0
s0063,A1,B3,0
s0063,A2,B1,0
s0063,A2,B2,0
s0063,A2,B3,0
s0063,A3,B1,0
s0063,A3,B2,0
s0063,A3,B3,0
s0063,A4,B1,0
s0063,A4,B2,0
s0063,A4,B3,0
s0064,A1,B1,0
s0064,A1,B2,0
s0064,A1,B3,0
s0064,A2,B1,0
s0064,A2,B2,0
s0064,A2,B3,0
s0064,A3,B1,0
s0064,A3,B2,0
s0064,A3,B3,0
s0064,A4,B1,0
s0064,A4,B2,0
s0064,A4,B3,0
s0065,A1,B1,0
s0065,A1,B2,0
s0065,A1,B3,0
s0065,A2,B1,0
s0065,A2,B2,0
s0065,A2,B3,0
s0065,A3,B1,0
s0065,A3,B2,0
s0065,A3,B3,0
s0065,A4,B1,0
s0065,A4,B2,0
s0065,A4,B3,0
s0066,A1,B1,0
s0066,A1,B2,0
s0066,A1,B3,0
s0066,A2,B1,0
s0066,A2,B2,0
s0066,A2,B3,0
s0066,A3,B1,0
s0066,A3,B2,0
s0066,A3,B3,0
s0066,A4,B1,0
s0066,A4,B2,0
s0066,A4,B3,0
s0067,A1,B1,0
s0067,A1,B2,0
s0067,A1,B3,0
s0067,A2,B1,0
s0067,A2,B2,0
s0067,A2,B3,0
s0067,A3,B1,0
s0067,A3,B2,0
s0067,A3,B3,0
s0067,A4,B1,0
s0067,A4,B2,0
s0067,A4,B3,0
s0068,A1,B1,0
s0068,A1,B2,0
s0068,A1,B3,0
s0068,A2,B1,0
s0068,A2,B2,0
s0068,A2,B3,0
s0068,A3,B1,0
s0068,A3,B2,0
s0068,A3,B3,0
s0068,A4,B1,0
s0068,A4,B2,0
s0068,A4,B3,0
s0069,A1,B1,0
s0069,A1,B2,0
s0069,A1,B3,0
s0069,A2,B1,0
s0069,A2,B2,0
s0069,A2,B3,0
s0069,A3,B1,0
s0069,A3,B2,0
s0069,A3,B3,0
s0069,A4,B1,0
s0069,A4,B2,0
s0069,A4,B3,0
s0070,A1,B1,0
s0070,A1,B2,0
s0070,A1,B3,0
s0070,A2,B1,0
s0070,A2,B2,0
s0070,A2,B3,0
s0070,A3,B1,0
s0070,A3,B2,0
s0070,A3,B3,0
s0070,A4,B1,0
s0070,A4,B2,0
s0070,A4,B3,0
s0071,A1,B1,0
s0071,A1,B2,0
s0071,A1,B3,0
s0071,A2,B1,0
s0071,A2,B2,0
s0071,A2,B3,0
s0071,A3,B1,0
s0071,A3,B2,0
s0071,A3,B3,0
s0071,A4,B1,0
s0071,A4,B2,0
s0071,A4,B3,0
s0072,A1,B1,0
s0072,A1,B2,0
s0072,A1,B3,0
s0072,A2,B1,0
s0072,A2,B2,0
s0072,A2,B3,0
s0072,A3,B1,0
s0072,A3,B2,0
s0072,A3,B3,0
s0072,A4,B1,0
s0072,A4,B2,0
s0072,A4,B3,0
s0073,A1,B1,0
s0073,A1,B2,0
s0073,A1,B3,0
s0073,A2,B1,0
s0073,A2,B2,0
s0073,A2,B3,0
s0073,A3,B1,0
s0073,A3,B2,0
s0073,A3,B3,0
s0073,A4,B1,0
s0073,A4,B2,0
s0073,A4,B3,0
s0074,A1,B1,0
s0074,A1,B2,0
s0074,A1,B3,0
s0074,A2,B1,0
s0074,A2,B2,0
s0074,A2,B3,0
s0074,A3,B1,0
s0074,A3,B2,0
s0074,A3,B3,0
s0074,A4,B1,0
s0074,A4,B2,0
s0074,A4,B3,0
s0075,A1,B1,0
s0075,A1,B2,0
s0075,A1,B3,0
s0075,A2,B1,0
s0075,A2,B2,0
s0075,A2,B3,0
s0075,A3,B1,0
s0075,A3,B2,0
s0075,A3,B3,0
s0075,A4,B1,0
s0075,A4,B2,0
s0075,A4,B3,0
s0076,A1,B1,0
s0076,A1,B2,0
s0076,A1,B3,0
s0076,A2,B1,0
s0076,A2,B2,0
s0076,A2,B3,0
s0076,A3,B1,0
s0076,A3,B2,0
s0076,A3,B3,0
s0076,A4,B1,0
s0076,A4,B2,0
s0076,A4,B3,0
s0077,A1,B1,0
s0077,A1,B2,0
s0077,A1,B3,0
s0077,A2,B1,0
s0077,A2,B2,0
s0077,A2,B3,0
s0077,A3,B1,0
s0077,A3,B2,0
s0077,A3,B3,0
s0077,A4,B1,0
s0077,A4,B2,0
s0077,A4,B3,0
s0078,A1,B1,0
s0078,A1,B2,0
s0078,A1,B3,0
s0078,A2,B1,0
s0078,A2,B2,0
s0078,A2,B3,0
s0078,A3,B1,0
s0078,A3,B2,0
s0078,A3,B3,0
s0078,A4,B1,0
s0078,A4,B2,0
s0078,A4,B3,0
s0079,A1,B1,0
s0079,A1,B2,0
s0079,A1,B3,0
s0079,A2,B1,0
s0079,A2,B2,0
s0079,A2,B3,0
s0079,A3,B1,0
s0079,A3,B2,0
s0079,A3,B3,0
s0079,A4,B1,0
s0079,A4,B2,0
s0079,A4,B3,0
s0080,A1,B1,0
s0080,A1,B2,0
s0080,A1,B3,0
s0080,A2,B1,0
s0080,A2,B2,0
s0080,A2,B3,0
s0080,A3,B1,0
s0080,A3,B2,0
s0080,A3,B3,0
s0080,A4,B1,0
s0080,A4,B2,0
s0080,A4,B3,0
s0081,A1,B1,0
s0081,A1,B2,0
s0081,A1,B3,0
s0081,A2,B1,0
s0081,A2,B2,0
s0081,A2,B3,0
s0081,A3,B1,0
s0081,A3,B2,0
s0081,A3,B3,0
s0081,A4,B1,0
s0081,A4,B2,0
s0081,A4,B3,0
s0082,A1,B1,0
s0082,A1,B2,0
s0082,A1,B3,0
s0082,A2,B1,0
s0082,A2,B2,0
s0082,A2,B3,0
s0082,A3,B1,0
s0082,A3,B2,0
s0082,A3,B3,0
s0082,A4,B1,0
s0082,A4,B2,0
s0082,A4,B3,0
s0083,A1,B1,0
s0083,A1,B2,0
s0083,A1,B3,0
s0083,A2,B1,0
s0083,A2,B2,0
s0083,A2,B3,0
s0083,A3,B1,0
s0083,A3,B2,0
s0083,A3,B3,0
s0083,A4,B1,0
s0083,A4,B2,0
s0083,A4,B3,0
s0084,A1,B1,0
s0084,A1,B2,0
s0084,A1,B3,0
s0084,A2,B1,0
s0084,A2,B2,0
s0084,A2,B3,0
s0084,A3,B1,0
s0084,A3,B2,0
s0084,A3,B3,0
s0084,A4,B1,0
s0084,A4,B2,0
s0084,A4,B3,0
s0085,A1,B1,0
s0085,A1,B2,0
s0085,A1,B3,0
s0085,A2,B1,0
s0085,A2,B2,0
s0085,A2,B3,0
s0085,A3,B1,0
s0085,A3,B2,0
s0085,A3,B3,0
s0085,A4,B1,0
s0085,A4,B2,0
s0085,A4,B3,0
s0086,A1,B1,0
s0086,A1,B2,0
s0086,A1,B3,0
s0086,A2,B1,0
s0086,A2,B2,0
s0086,A2,B3,0
s0086,A3,B1,0
s0086,A3,B2,0
s0086,A3,B3,0
s0086,A4,B1,0
s0086,A4,B2,0
s0086,A4,B3,0
s0087,A1,B1,0
s0087,A1,B2,0
s0087,A1,B3,0
s0087,A2,B1,0
s0087,A2,B2,0
s0087,A2,B3,0
s0087,A3,B1,0
s0087,A3,B2,0
s0087,A3,B3,0
s0087,A4,B1,0
s0087,A4,B2,0
s0087,A4,B3,0
s0088,A1,B1,0
s0088,A1,B2,0
s0088,A1,B3,0
s0088,A2,B1,0
s0088,A2,B2,0
s0088,A2,B3,0
s0088,A3,B1,0
s0088,A3,B2,0
s0088,A3,B3,0
s0088,A4,B1,0
s0088,A4,B2,0
s0088,A4,B3,0
s0089,A1,B1,0
s0089,A1,B2,0
s0089,A1,B3,0
s0089,A2,B1,0
s0089,A2,B2,0
s0089,A2,B3,0
s0089,A3,B1,0
s0089,A3,B2,0
s0089,A3,B3,0
s0089,A4,B1,0
s0089,A4,B2,0
s0089,A4,B3,0
s0090,A1,B1,0
s0090,A1,B2,0
s0090,A1,B3,0
s0090,A2,B1,0
s0090,A2,B2,0
s0090,A2,B3,0
s0090,A3,B1,0
s0090,A3,B2,0
s0090,A3,B3,0
s0090,A4,B1,0
s0090,A4,B2,0
s0090,A4,B3,0
s0091,A1,B1,0
s0091,A1,B2,0
s0091,A1,B3,0
s0091,A2,B1,0
s0091,A2,B2,0
s0091,A2,B3,0
s0091,A3,B1,0
s0091,A3,B2,0
s0091,A3,B3,0
s0091,A4,B1,0
s0091,A4,B2,0
s0091,A4,B3,0
s0092,A1,B1,0
s0092,A1,B2,0
s0092,A1,B3,0
s0092,A2,B1,0
s0092,A2,B2,0
s0092,A2,B3,0
s0092,A3,B1,0
s0092,A3,B2,0
s0092,A3,B3,0
s0092,A4,B1,0
s0092,A4,B2,0
s0092,A4,B3,0
s0093,A1,B1,0
s0093,A1,B2,0
s0093,A1,B3,0
s0093,A2,B1,0
s0093,A2,B2,0
s0093,A2,B3,0
s0093,A3,B1,0
s0093,A3,B2,0
s0093,A3,B3,0
s0093,A4,B1,0
s0093,A4,B2,0
s0093,A4,B3,0
s0094,A1,B1,0
s0094,A1,B2,0
s0094,A1,B3,0
s0094,A2,B1,0
s0094,A2,B2,0
s0094,A2,B3,0
s0094,A3,B1,0
s0094,A3,B2,0
s0094,A3,B3,0
s0094,A4,B1,0
s0094,A4,B2,0
s0094,A4,B3,0
s0095,A1,B1,0
s0095,A1,B2,0
s0095,A1,B3,0
s0095,A2,B1,0
s0095,A2,B2,0
s0095,A2,B3,0
s0095,A3,B1,0
s0095,A3,B2,0
s0095,A3,B3,0
s0095,A4,B1,0
s0095,A4,B2,0
s0095,A4,B3,0
s0096,A1,B1,0
s0096,A1,B2,0
s0096,A1,B3,0
s0096,A2,B1,0
s0096,A2,B2,0
s0096,A2,B3,0
s0096,A3,B1,0
s0096,A3,B2,0
s0096,A3,B3,0
s0096,A4,B1,0
s0096,A4,B2,0
s0096,A4,B3,0
s0097,A1,B1,0
s0097,A1,B2,0
s0097,A1,B3,0
s0097,A2,B1,0
s0097,A2,B2,0
s0097,A2,B3,0
s0097,A3,B1,0
s0097,A3,B2,0
s0097,A3,B3,0
s0097,A4,B1,0
s0097,A4,B2,0
s0097,A4,B3,0
s0098,A1,B1,0
