n,design,family,method,alpha,effectX1,effectX2,effectX1X2,effectX3,rateX1,rateX2,rateX1X2,rateX3,rateX1X3,rateX2X3,rateX1X2X3
20,2x4,norm,ART,0.01,2,0,0,0,1,0.0106,0.0086,0,0,0,0
20,2x4,norm,INT,0.01,2,0,0,0,1,0.0108,0.0092,0,0,0,0
20,2x4,norm,PAR,0.05,4,0,0,0,1,0.0528,0.0508,0,0,0,0
20,2x4,norm,RNK,0.05,4,0,0,0,1,0.0552,0.0532,0,0,0,0
20,2x4,norm,ART,0.05,4,0,0,0,1,0.0556,0.0546,0,0,0,0
20,2x4,norm,INT,0.05,4,0,0,0,1,0.0512,0.0496,0,0,0,0
20,2x4,norm,PAR,0.01,4,0,0,0,1,0.012,0.0102,0,0,0,0
20,2x4,norm,RNK,0.01,4,0,0,0,1,0.0102,0.0108,0,0,0,0
20,2x4,norm,ART,0.01,4,0,0,0,1,0.0096,0.0106,0,0,0,0
20,2x4,norm,INT,0.01,4,0,0,0,1,0.01,0.0094,0,0,0,0
20,2x4,norm,PAR,0.05,8,0,0,0,1,0.0524,0.0496,0,0,0,0
20,2x4,norm,RNK,0.05,8,0,0,0,1,0.0502,0.052,0,0,0,0
20,2x4,norm,ART,0.05,8,0,0,0,1,0.0496,0.0506,0,0,0,0
20,2x4,norm,INT,0.05,8,0,0,0,1,0.0468,0.0508,0,0,0,0
20,2x4,norm,PAR,0.01,8,0,0,0,1,0.0102,0.0112,0,0,0,0
20,2x4,norm,RNK,0.01,8,0,0,0,1,0.0096,0.0104,0,0,0,0
20,2x4,norm,ART,0.01,8,0,0,0,1,0.0088,0.0108,0,0,0,0
20,2x4,norm,INT,0.01,8,0,0,0,1,0.0094,0.0106,0,0,0,0
20,2x4,lnorm,PAR,0.05,0,0,0,0,0.0494,0.0428,0.0358,0,0,0,0
20,2x4,lnorm,RNK,0.05,0,0,0,0,0.0544,0.0482,0.049,0,0,0,0
20,2x4,lnorm,ART,0.05,0,0,0,0,0.0702,0.0562,0.0576,0,0,0,0
20,2x4,lnorm,INT,0.05,0,0,0,0,0.0574,0.0476,0.0476,0,0,0,0
20,2x4,lnorm,PAR,0.01,0,0,0,0,0.0084,0.0068,0.005,0,0,0,0
20,2x4,lnorm,RNK,0.01,0,0,0,0,0.0118,0.01,0.009,0,0,0,0
20,2x4,lnorm,ART,0.01,0,0,0,0,0.0182,0.01,0.014,0,0,0,0
20,2x4,lnorm,INT,0.01,0,0,0,0,0.0132,0.0104,0.0088,0,0,0,0
20,2x4,lnorm,PAR,0.05,0.5,0.5,0,0,0.5524,0.2888,0.0554,0,0,0,0
20,2x4,lnorm,RNK,0.05,0.5,0.5,0,0,0.7232,0.4886,0.0524,0,0,0,0
20,2x4,lnorm,ART,0.05,0.5,0.5,0,0,0.7156,0.5,0.1412,0,0,0,0
20,2x4,lnorm,INT,0.05,0.5,0.5,0,0,0.7346,0.5084,0.0534,0,0,0,0
20,2x4,lnorm,PAR,0.01,0.5,0.5,0,0,0.273,0.1106,0.0112,0,0,0,0
20,2x4,lnorm,RNK,0.01,0.5,0.5,0,0,0.4878,0.264,0.0108,0,0,0,0
20,2x4,lnorm,ART,0.01,0.5,0.5,0,0,0.4966,0.271,0.0568,0,0,0,0
20,2x4,lnorm,INT,0.01,0.5,0.5,0,0,0.497,0.2762,0.013,0,0,0,0
20,2x4,lnorm,PAR,0.05,1,1,0,0,0.9634,0.8042,0.1702,0,0,0,0
20,2x4,lnorm,RNK,0.05,1,1,0,0,0.9982,0.984,0.047,0,0,0,0
20,2x4,lnorm,ART,0.05,1,1,0,0,0.996,0.9812,0.5624,0,0,0,0
20,2x4,lnorm,INT,0.05,1,1,0,0,0.9986,0.9896,0.041,0,0,0,0
20,2x4,lnorm,PAR,0.01,1,1,0,0,0.8526,0.5626,0.057,0,0,0,0
20,2x4,lnorm,RNK,0.01,1,1,0,0,0.9896,0.941,0.0082,0,0,0,0
20,2x4,lnorm,ART,0.01,1,1,0,0,0.983,0.9318,0.3522,0,0,0,0
20,2x4,lnorm,INT,0.01,1,1,0,0,0.9902,0.9538,0.0072,0,0,0,0
20,2x4,lnorm,PAR,0.05,2,2,0,0,0.9958,0.972,0.8648,0,0,0,0
20,2x4,lnorm,RNK,0.05,2,2,0,0,1,1,0.0684,0,0,0,0
20,2x4,lnorm,ART,0.05,2,2,0,0,1,1,0.999,0,0,0,0
20,2x4,lnorm,INT,0.05,2,2,0,0,1,1,0.0332,0,0,0,0
20,2x4,lnorm,PAR,0.01,2,2,0,0,0.975,0.9126,0.6512,0,0,0,0
20,2x4,lnorm,RNK,0.01,2,2,0,0,1,1,0.0166,0,0,0,0
20,2x4,lnorm,ART,0.01,2,2,0,0,1,0.9998,0.9966,0,0,0,0
20,2x4,lnorm,INT,0.01,2,2,0,0,1,1,0.0078,0,0,0,0
20,2x4,lnorm,PAR,0.05,4,4,0,0,0.9932,0.9888,0.9864,0,0,0,0
20,2x4,lnorm,RNK,0.05,4,4,0,0,1,1,0.239,0,0,0,0
20,2x4,lnorm,ART,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,lnorm,INT,0.05,4,4,0,0,1,1,0.0266,0,0,0,0
20,2x4,lnorm,PAR,0.01,4,4,0,0,0.9692,0.9642,0.9568,0,0,0,0
20,2x4,lnorm,RNK,0.01,4,4,0,0,1,1,0.0728,0,0,0,0
20,2x4,lnorm,ART,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,lnorm,INT,0.01,4,4,0,0,1,1,0.0064,0,0,0,0
20,2x4,lnorm,PAR,0.05,8,8,0,0,0.9914,0.9958,0.9958,0,0,0,0
20,2x4,lnorm,RNK,0.05,8,8,0,0,1,1,0.5804,0,0,0,0
20,2x4,lnorm,ART,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,lnorm,INT,0.05,8,8,0,0,1,1,0.1828,0,0,0,0
20,2x4,lnorm,PAR,0.01,8,8,0,0,0.9562,0.9792,0.9792,0,0,0,0
20,2x4,lnorm,RNK,0.01,8,8,0,0,1,1,0.2866,0,0,0,0
20,2x4,lnorm,ART,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,lnorm,INT,0.01,8,8,0,0,1,1,0.0388,0,0,0,0
20,2x4,lnorm,PAR,0.05,0.5,0,0,0,0.5598,0.0382,0.0366,0,0,0,0
20,2x4,lnorm,RNK,0.05,0.5,0,0,0,0.7326,0.0484,0.0462,0,0,0,0
20,2x4,lnorm,ART,0.05,0.5,0,0,0,0.7232,0.0834,0.0924,0,0,0,0
20,2x4,lnorm,INT,0.05,0.5,0,0,0,0.7408,0.05,0.0464,0,0,0,0
20,2x4,lnorm,PAR,0.01,0.5,0,0,0,0.2848,0.0072,0.0064,0,0,0,0
20,2x4,lnorm,RNK,0.01,0.5,0,0,0,0.495,0.0084,0.0088,0,0,0,0
20,2x4,lnorm,ART,0.01,0.5,0,0,0,0.4756,0.0206,0.025,0,0,0,0
20,2x4,lnorm,INT,0.01,0.5,0,0,0,0.5002,0.01,0.0074,0,0,0,0
20,2x4,lnorm,PAR,0.05,1,0,0,0,0.9746,0.0428,0.0428,0,0,0,0
20,2x4,lnorm,RNK,0.05,1,0,0,0,0.9976,0.0528,0.0498,0,0,0,0
20,2x4,lnorm,ART,0.05,1,0,0,0,0.9956,0.1858,0.2,0,0,0,0
20,2x4,lnorm,INT,0.05,1,0,0,0,0.9978,0.0546,0.0516,0,0,0,0
20,2x4,lnorm,PAR,0.01,1,0,0,0,0.8864,0.0058,0.0078,0,0,0,0
20,2x4,lnorm,RNK,0.01,1,0,0,0,0.9906,0.012,0.011,0,0,0,0
20,2x4,lnorm,ART,0.01,1,0,0,0,0.9848,0.0692,0.0762,0,0,0,0
20,2x4,lnorm,INT,0.01,1,0,0,0,0.9914,0.012,0.0102,0,0,0,0
20,2x4,lnorm,PAR,0.05,2,0,0,0,0.9996,0.0464,0.0458,0,0,0,0
20,2x4,lnorm,RNK,0.05,2,0,0,0,1,0.0534,0.052,0,0,0,0
20,2x4,lnorm,ART,0.05,2,0,0,0,1,0.535,0.5578,0,0,0,0
20,2x4,lnorm,INT,0.05,2,0,0,0,1,0.052,0.0536,0,0,0,0
20,2x4,lnorm,PAR,0.01,2,0,0,0,0.9944,0.0076,0.0088,0,0,0,0
20,2x4,lnorm,RNK,0.01,2,0,0,0,1,0.0112,0.01,0,0,0,0
20,2x4,lnorm,ART,0.01,2,0,0,0,1,0.294,0.3128,0,0,0,0
20,2x4,lnorm,INT,0.01,2,0,0,0,1,0.0104,0.0092,0,0,0,0
20,2x4,lnorm,PAR,0.05,4,0,0,0,0.9998,0.0398,0.0392,0,0,0,0
20,2x4,lnorm,RNK,0.05,4,0,0,0,1,0.0472,0.053,0,0,0,0
20,2x4,lnorm,ART,0.05,4,0,0,0,1,0.9276,0.9316,0,0,0,0
20,2x4,lnorm,INT,0.05,4,0,0,0,1,0.0452,0.0504,0,0,0,0
20,2x4,lnorm,PAR,0.01,4,0,0,0,0.9964,0.0066,0.0068,0,0,0,0
20,2x4,lnorm,RNK,0.01,4,0,0,0,1,0.01,0.0086,0,0,0,0
20,2x4,lnorm,ART,0.01,4,0,0,0,1,0.74,0.7508,0,0,0,0
20,2x4,lnorm,INT,0.01,4,0,0,0,1,0.0088,0.0088,0,0,0,0
20,2x4,lnorm,PAR,0.05,8,0,0,0,0.9998,0.0414,0.0414,0,0,0,0
20,2x4,lnorm,RNK,0.05,8,0,0,0,1,0.0482,0.0492,0,0,0,0
20,2x4,lnorm,ART,0.05,8,0,0,0,1,0.968,0.9704,0,0,0,0
20,2x4,lnorm,INT,0.05,8,0,0,0,1,0.0446,0.0496,0,0,0,0
20,2x4,lnorm,PAR,0.01,8,0,0,0,0.997,0.0078,0.0078,0,0,0,0
20,2x4,lnorm,RNK,0.01,8,0,0,0,1,0.01,0.0102,0,0,0,0
20,2x4,lnorm,ART,0.01,8,0,0,0,1,0.8208,0.832,0,0,0,0
20,2x4,lnorm,INT,0.01,8,0,0,0,1,0.01,0.0088,0,0,0,0
20,2x4,exp,PAR,0.05,0,0,0,0,0.0548,0.0502,0.0482,0,0,0,0
20,2x4,exp,RNK,0.05,0,0,0,0,0.0566,0.0508,0.0456,0,0,0,0
20,2x4,exp,ART,0.05,0,0,0,0,0.055,0.051,0.0464,0,0,0,0
20,2x4,exp,INT,0.05,0,0,0,0,0.056,0.05,0.0478,0,0,0,0
20,2x4,exp,PAR,0.01,0,0,0,0,0.0098,0.0082,0.0064,0,0,0,0
20,2x4,exp,RNK,0.01,0,0,0,0,0.011,0.0112,0.0088,0,0,0,0
20,2x4,exp,ART,0.01,0,0,0,0,0.0132,0.0114,0.0088,0,0,0,0
20,2x4,exp,INT,0.01,0,0,0,0,0.01,0.0098,0.0072,0,0,0,0
20,2x4,exp,PAR,0.05,0.5,0.5,0,0,0.6706,0.4218,0.0596,0,0,0,0
20,2x4,exp,RNK,0.05,0.5,0.5,0,0,0.6276,0.394,0.0498,0,0,0,0
20,2x4,exp,ART,0.05,0.5,0.5,0,0,0.6652,0.4584,0.1188,0,0,0,0
20,2x4,exp,INT,0.05,0.5,0.5,0,0,0.6414,0.4054,0.0486,0,0,0,0
20,2x4,exp,PAR,0.01,0.5,0.5,0,0,0.4012,0.1914,0.0144,0,0,0,0
20,2x4,exp,RNK,0.01,0.5,0.5,0,0,0.3894,0.1828,0.0112,0,0,0,0
20,2x4,exp,ART,0.01,0.5,0.5,0,0,0.4322,0.2356,0.0368,0,0,0,0
20,2x4,exp,INT,0.01,0.5,0.5,0,0,0.4006,0.1902,0.0126,0,0,0,0
20,2x4,exp,PAR,0.05,1,1,0,0,0.9926,0.926,0.2518,0,0,0,0
20,2x4,exp,RNK,0.05,1,1,0,0,0.9934,0.9362,0.0462,0,0,0,0
20,2x4,exp,ART,0.05,1,1,0,0,0.9956,0.967,0.5366,0,0,0,0
20,2x4,exp,INT,0.05,1,1,0,0,0.9942,0.94,0.0528,0,0,0,0
20,2x4,exp,PAR,0.01,1,1,0,0,0.9508,0.7694,0.0972,0,0,0,0
20,2x4,exp,RNK,0.01,1,1,0,0,0.967,0.8172,0.0082,0,0,0,0
20,2x4,exp,ART,0.01,1,1,0,0,0.9796,0.9086,0.3316,0,0,0,0
20,2x4,exp,INT,0.01,1,1,0,0,0.9674,0.8284,0.009,0,0,0,0
20,2x4,exp,PAR,0.05,2,2,0,0,0.9998,0.9982,0.9596,0,0,0,0
20,2x4,exp,RNK,0.05,2,2,0,0,1,1,0.0596,0,0,0,0
20,2x4,exp,ART,0.05,2,2,0,0,1,1,0.9992,0,0,0,0
20,2x4,exp,INT,0.05,2,2,0,0,1,1,0.0496,0,0,0,0
20,2x4,exp,PAR,0.01,2,2,0,0,0.9986,0.9884,0.8392,0,0,0,0
20,2x4,exp,RNK,0.01,2,2,0,0,1,1,0.0132,0,0,0,0
20,2x4,exp,ART,0.01,2,2,0,0,1,1,0.9954,0,0,0,0
20,2x4,exp,INT,0.01,2,2,0,0,1,1,0.0098,0,0,0,0
20,2x4,exp,PAR,0.05,4,4,0,0,0.9996,1,0.9998,0,0,0,0
20,2x4,exp,RNK,0.05,4,4,0,0,1,1,0.163,0,0,0,0
20,2x4,exp,ART,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,exp,INT,0.05,4,4,0,0,1,1,0.0324,0,0,0,0
20,2x4,exp,PAR,0.01,4,4,0,0,0.9966,0.996,0.9938,0,0,0,0
20,2x4,exp,RNK,0.01,4,4,0,0,1,1,0.0488,0,0,0,0
20,2x4,exp,ART,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,exp,INT,0.01,4,4,0,0,1,1,0.0034,0,0,0,0
20,2x4,exp,PAR,0.05,8,8,0,0,0.9994,0.9996,0.9996,0,0,0,0
20,2x4,exp,RNK,0.05,8,8,0,0,1,1,0.4534,0,0,0,0
20,2x4,exp,ART,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,exp,INT,0.05,8,8,0,0,1,1,0.099,0,0,0,0
20,2x4,exp,PAR,0.01,8,8,0,0,0.9896,0.9982,0.9982,0,0,0,0
20,2x4,exp,RNK,0.01,8,8,0,0,1,1,0.189,0,0,0,0
20,2x4,exp,ART,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,exp,INT,0.01,8,8,0,0,1,1,0.0208,0,0,0,0
20,2x4,exp,PAR,0.05,0.5,0,0,0,0.6964,0.0446,0.05,0,0,0,0
20,2x4,exp,RNK,0.05,0.5,0,0,0,0.6428,0.048,0.0506,0,0,0,0
20,2x4,exp,ART,0.05,0.5,0,0,0,0.657,0.0748,0.081,0,0,0,0
20,2x4,exp,INT,0.05,0.5,0,0,0,0.6572,0.0496,0.0494,0,0,0,0
20,2x4,exp,PAR,0.01,0.5,0,0,0,0.4192,0.007,0.0096,0,0,0,0
20,2x4,exp,RNK,0.01,0.5,0,0,0,0.3848,0.01,0.0114,0,0,0,0
20,2x4,exp,ART,0.01,0.5,0,0,0,0.4078,0.0174,0.0206,0,0,0,0
20,2x4,exp,INT,0.01,0.5,0,0,0,0.3972,0.0082,0.0114,0,0,0,0
20,2x4,exp,PAR,0.05,1,0,0,0,0.9972,0.0544,0.0436,0,0,0,0
20,2x4,exp,RNK,0.05,1,0,0,0,0.9956,0.0546,0.0524,0,0,0,0
20,2x4,exp,ART,0.05,1,0,0,0,0.9968,0.1702,0.1712,0,0,0,0
20,2x4,exp,INT,0.05,1,0,0,0,0.995,0.055,0.0512,0,0,0,0
20,2x4,exp,PAR,0.01,1,0,0,0,0.9702,0.01,0.0094,0,0,0,0
20,2x4,exp,RNK,0.01,1,0,0,0,0.9728,0.0112,0.0102,0,0,0,0
20,2x4,exp,ART,0.01,1,0,0,0,0.9786,0.06,0.0594,0,0,0,0
20,2x4,exp,INT,0.01,1,0,0,0,0.9752,0.0118,0.0116,0,0,0,0
20,2x4,exp,PAR,0.05,2,0,0,0,1,0.044,0.047,0,0,0,0
20,2x4,exp,RNK,0.05,2,0,0,0,1,0.044,0.0474,0,0,0,0
20,2x4,exp,ART,0.05,2,0,0,0,1,0.551,0.5478,0,0,0,0
20,2x4,exp,INT,0.05,2,0,0,0,1,0.045,0.0474,0,0,0,0
20,2x4,exp,PAR,0.01,2,0,0,0,0.9998,0.0072,0.0078,0,0,0,0
20,2x4,exp,RNK,0.01,2,0,0,0,1,0.0076,0.01,0,0,0,0
20,2x4,exp,ART,0.01,2,0,0,0,1,0.3146,0.3222,0,0,0,0
20,2x4,exp,INT,0.01,2,0,0,0,1,0.0094,0.0106,0,0,0,0
20,2x4,exp,PAR,0.05,4,0,0,0,1,0.0544,0.0538,0,0,0,0
20,2x4,exp,RNK,0.05,4,0,0,0,1,0.052,0.054,0,0,0,0
20,2x4,exp,ART,0.05,4,0,0,0,1,0.9486,0.948,0,0,0,0
20,2x4,exp,INT,0.05,4,0,0,0,1,0.0486,0.052,0,0,0,0
20,2x4,exp,PAR,0.01,4,0,0,0,0.9998,0.012,0.0118,0,0,0,0
20,2x4,exp,RNK,0.01,4,0,0,0,1,0.0074,0.0116,0,0,0,0
20,2x4,exp,ART,0.01,4,0,0,0,1,0.8092,0.8126,0,0,0,0
20,2x4,exp,INT,0.01,4,0,0,0,1,0.0096,0.0108,0,0,0,0
20,2x4,exp,PAR,0.05,8,0,0,0,1,0.0442,0.0444,0,0,0,0
20,2x4,exp,RNK,0.05,8,0,0,0,1,0.0492,0.0538,0,0,0,0
20,2x4,exp,ART,0.05,8,0,0,0,1,0.9878,0.9874,0,0,0,0
20,2x4,exp,INT,0.05,8,0,0,0,1,0.0486,0.0512,0,0,0,0
20,2x4,exp,PAR,0.01,8,0,0,0,0.9998,0.0088,0.0088,0,0,0,0
20,2x4,exp,RNK,0.01,8,0,0,0,1,0.0086,0.0096,0,0,0,0
20,2x4,exp,ART,0.01,8,0,0,0,1,0.8838,0.8808,0,0,0,0
20,2x4,exp,INT,0.01,8,0,0,0,1,0.0062,0.0094,0,0,0,0
20,2x4,binom,PAR,0.05,0,0,0,0,0.05,0.0442,0.048,0,0,0,0
20,2x4,binom,RNK,0.05,0,0,0,0,0.0488,0.0448,0.0508,0,0,0,0
20,2x4,binom,ART,0.05,0,0,0,0,0.0794,0.0478,0.0638,0,0,0,0
20,2x4,binom,INT,0.05,0,0,0,0,0.049,0.0444,0.0488,0,0,0,0
20,2x4,binom,PAR,0.01,0,0,0,0,0.0094,0.0108,0.009,0,0,0,0
20,2x4,binom,RNK,0.01,0,0,0,0,0.0092,0.0108,0.0114,0,0,0,0
20,2x4,binom,ART,0.01,0,0,0,0,0.0188,0.012,0.015,0,0,0,0
20,2x4,binom,INT,0.01,0,0,0,0,0.0088,0.0116,0.009,0,0,0,0
20,2x4,binom,PAR,0.05,0.5,0.5,0,0,0.7074,0.4556,0.0614,0,0,0,0
20,2x4,binom,RNK,0.05,0.5,0.5,0,0,0.6758,0.4286,0.0542,0,0,0,0
20,2x4,binom,ART,0.05,0.5,0.5,0,0,0.686,0.4636,0.098,0,0,0,0
20,2x4,binom,INT,0.05,0.5,0.5,0,0,0.7006,0.4532,0.0576,0,0,0,0
20,2x4,binom,PAR,0.01,0.5,0.5,0,0,0.4448,0.2292,0.014,0,0,0,0
20,2x4,binom,RNK,0.01,0.5,0.5,0,0,0.4272,0.2074,0.0088,0,0,0,0
20,2x4,binom,ART,0.01,0.5,0.5,0,0,0.4584,0.2434,0.0278,0,0,0,0
20,2x4,binom,INT,0.01,0.5,0.5,0,0,0.4464,0.2284,0.012,0,0,0,0
20,2x4,binom,PAR,0.05,1,1,0,0,0.996,0.9684,0.2626,0,0,0,0
20,2x4,binom,RNK,0.05,1,1,0,0,0.9944,0.9502,0.1004,0,0,0,0
20,2x4,binom,ART,0.05,1,1,0,0,0.9928,0.9756,0.3694,0,0,0,0
20,2x4,binom,INT,0.05,1,1,0,0,0.9958,0.9648,0.174,0,0,0,0
20,2x4,binom,PAR,0.01,1,1,0,0,0.9742,0.8894,0.1108,0,0,0,0
20,2x4,binom,RNK,0.01,1,1,0,0,0.966,0.8502,0.0282,0,0,0,0
20,2x4,binom,ART,0.01,1,1,0,0,0.97,0.9172,0.189,0,0,0,0
20,2x4,binom,INT,0.01,1,1,0,0,0.9728,0.8816,0.0574,0,0,0,0
20,2x4,binom,PAR,0.05,2,2,0,0,1,1,0.9954,0,0,0,0
20,2x4,binom,RNK,0.05,2,2,0,0,1,1,0.771,0,0,0,0
20,2x4,binom,ART,0.05,2,2,0,0,1,1,0.9994,0,0,0,0
20,2x4,binom,INT,0.05,2,2,0,0,1,1,0.9538,0,0,0,0
20,2x4,binom,PAR,0.01,2,2,0,0,1,1,0.9798,0,0,0,0
20,2x4,binom,RNK,0.01,2,2,0,0,1,1,0.5486,0,0,0,0
20,2x4,binom,ART,0.01,2,2,0,0,1,1,0.9962,0,0,0,0
20,2x4,binom,INT,0.01,2,2,0,0,1,1,0.8478,0,0,0,0
20,2x4,binom,PAR,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,RNK,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,ART,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,INT,0.05,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,PAR,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,RNK,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,ART,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,INT,0.01,4,4,0,0,1,1,1,0,0,0,0
20,2x4,binom,PAR,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,RNK,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,ART,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,INT,0.05,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,PAR,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,RNK,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,ART,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,INT,0.01,8,8,0,0,1,1,1,0,0,0,0
20,2x4,binom,PAR,0.05,0.5,0,0,0,0.705,0.055,0.0464,0,0,0,0
20,2x4,binom,RNK,0.05,0.5,0,0,0,0.6862,0.0508,0.0514,0,0,0,0
20,2x4,binom,ART,0.05,0.5,0,0,0,0.6774,0.0696,0.0714,0,0,0,0
20,2x4,binom,INT,0.05,0.5,0,0,0,0.704,0.0544,0.0482,0,0,0,0
20,2x4,binom,PAR,0.01,0.5,0,0,0,0.4548,0.0094,0.0092,0,0,0,0
20,2x4,binom,RNK,0.01,0.5,0,0,0,0.4438,0.0106,0.0096,0,0,0,0
20,2x4,binom,ART,0.01,0.5,0,0,0,0.4476,0.0182,0.0164,0,0,0,0
20,2x4,binom,INT,0.01,0.5,0,0,0,0.4596,0.0102,0.0098,0,0,0,0
20,2x4,binom,PAR,0.05,1,0,0,0,0.9954,0.053,0.0508,0,0,0,0
20,2x4,binom,RNK,0.05,1,0,0,0,0.9936,0.0552,0.0514,0,0,0,0
20,2x4,binom,ART,0.05,1,0,0,0,0.9916,0.1052,0.1172,0,0,0,0
20,2x4,binom,INT,0.05,1,0,0,0,0.995,0.0528,0.0514,0,0,0,0
20,2x4,binom,PAR,0.01,1,0,0,0,0.9742,0.0124,0.0092,0,0,0,0
20,2x4,binom,RNK,0.01,1,0,0,0,0.9726,0.0114,0.01,0,0,0,0
20,2x4,binom,ART,0.01,1,0,0,0,0.9608,0.0308,0.0312,0,0,0,0
20,2x4,binom,INT,0.01,1,0,0,0,0.9756,0.0116,0.0096,0,0,0,0
20,2x4,binom,PAR,0.05,2,0,0,0,1,0.0456,0.0496,0,0,0,0
20,2x4,binom,RNK,0.05,2,0,0,0,1,0.0442,0.0438,0,0,0,0
20,2x4,binom,ART,0.05,2,0,0,0,1,0.3252,0.342,0,0,0,0
20,2x4,binom,INT,0.05,2,0,0,0,1,0.0446,0.0482,0,0,0,0
20,2x4,binom,PAR,0.01,2,0,0,0,1,0.0088,0.0094,0,0,0,0
20,2x4,binom,RNK,0.01,2,0,0,0,1,0.0104,0.0102,0,0,0,0
20,2x4,binom,ART,0.01,2,0,0,0,1,0.1326,0.1436,0,0,0,0
20,2x4,binom,INT,0.01,2,0,0,0,1,0.0092,0.0108,0,0,0,0
20,2x4,binom,PAR,0.05,4,0,0,0,1,0.0508,0.0536,0,0,0,0
20,2x4,binom,RNK,0.05,4,0,0,0,1,0.0506,0.051,0,0,0,0
20,2x4,binom,ART,0.05,4,0,0,0,1,0.856,0.8446,0,0,0,0
20,2x4,binom,INT,0.05,4,0,0,0,1,0.0494,0.051,0,0,0,0
20,2x4,binom,PAR,0.01,4,0,0,0,1,0.0098,0.0082,0,0,0,0
20,2x4,binom,RNK,0.01,4,0,0,0,1,0.0114,0.0094,0,0,0,0
20,2x4,binom,ART,0.01,4,0,0,0,1,0.6276,0.6198,0,0,0,0
20,2x4,binom,INT,0.01,4,0,0,0,1,0.0102,0.0094,0,0,0,0
20,2x4,binom,PAR,0.05,8,0,0,0,1,0.0564,0.0564,0,0,0,0
20,2x4,binom,RNK,0.05,8,0,0,0,1,0.0568,0.0574,0,0,0,0
20,2x4,binom,ART,0.05,8,0,0,0,1,0.9612,0.9458,0,0,0,0
20,2x4,binom,INT,0.05,8,0,0,0,1,0.0552,0.0554,0,0,0,0
20,2x4,binom,PAR,0.01,8,0,0,0,1,0.0132,0.0132,0,0,0,0
20,2x4,binom,RNK,0.01,8,0,0,0,1,0.0118,0.0118,0,0,0,0
20,2x4,binom,ART,0.01,8,0,0,0,1,0.8166,0.795,0,0,0,0
20,2x4,binom,INT,0.01,8,0,0,0,1,0.0126,0.0122,0,0,0,0
20,2x4,poisson,PAR,0.05,0,0,0,0,0.0436,0.051,0.0492,0,0,0,0
20,2x4,poisson,RNK,0.05,0,0,0,0,0.0456,0.052,0.044,0,0,0,0
20,2x4,poisson,ART,0.05,0,0,0,0,0.0512,0.0548,0.0484,0,0,0,0
20,2x4,poisson,INT,0.05,0,0,0,0,0.045,0.053,0.0464,0,0,0,0
20,2x4,poisson,PAR,0.01,0,0,0,0,0.008,0.0104,0.0092,0,0,0,0
20,2x4,poisson,RNK,0.01,0,0,0,0,0.0092,0.0122,0.0094,0,0,0,0
20,2x4,poisson,ART,0.01,0,0,0,0,0.0102,0.012,0.012,0,0,0,0
20,2x4,poisson,INT,0.01,0,0,0,0,0.0092,0.0134,0.0096,0,0,0,0
20,2x4,poisson,PAR,0.05,0.5,0.5,0,0,0.921,0.9508,0.124,0,0,0,0
20,2x4,poisson,RNK,0.05,0.5,0.5,0,0,0.918,0.9164,0.0634,0,0,0,0
20,2x4,poisson,ART,0.05,0.5,0.5,0,0,0.9212,0.932,0.1482,0,0,0,0
20,2x4,poisson,INT,0.05,0.5,0.5,0,0,0.922,0.9386,0.0694,0,0,0,0
20,2x4,poisson,PAR,0.01,0.5,0.5,0,0,0.7882,0.8392,0.0354,0,0,0,0
20,2x4,poisson,RNK,0.01,0.5,0.5,0,0,0.7912,0.7822,0.0116,0,0,0,0
20,2x4,poisson,ART,0.01,0.5,0.5,0,0,0.801,0.8188,0.0488,0,0,0,0
20,2x4,poisson,INT,0.01,0.5,0.5,0,0,0.7966,0.8202,0.0148,0,0,0,0
20,2x4,poisson,PAR,0.05,1,1,0,0,1,1,0.8482,0,0,0,0
20,2x4,poisson,RNK,0.05,1,1,0,0,1,1,0.1806,0,0,0,0
20,2x4,poisson,ART,0.05,1,1,0,0,1,1,0.892,0,0,0,0
20,2x4,poisson,INT,0.05,1,1,0,0,1,1,0.297,0,0,0,0
